date,India,Germany,Italy,France,Russia
2020-01-31,1.0,5.0,2.0,5.0,2.0
2020-02-01,1.0,8.0,2.0,6.0,2.0
2020-02-02,2.0,10.0,2.0,6.0,2.0
2020-02-03,3.0,12.0,2.0,6.0,2.0
2020-02-04,3.0,12.0,2.0,6.0,2.0
2020-02-05,3.0,12.0,2.0,6.0,2.0
2020-02-06,3.0,12.0,2.0,6.0,2.0
2020-02-07,3.0,13.0,3.0,6.0,2.0
2020-02-08,3.0,13.0,3.0,11.0,2.0
2020-02-09,3.0,14.0,3.0,11.0,2.0
2020-02-10,3.0,14.0,3.0,11.0,2.0
2020-02-11,3.0,16.0,3.0,11.0,2.0
2020-02-12,3.0,16.0,3.0,11.0,2.0
2020-02-13,3.0,16.0,3.0,11.0,2.0
2020-02-14,3.0,16.0,3.0,11.0,2.0
2020-02-15,3.0,16.0,3.0,12.0,2.0
2020-02-16,3.0,16.0,3.0,12.0,2.0
2020-02-17,3.0,16.0,3.0,12.0,2.0
2020-02-18,3.0,16.0,3.0,12.0,2.0
2020-02-19,3.0,16.0,3.0,12.0,2.0
2020-02-20,3.0,16.0,3.0,12.0,2.0
2020-02-21,3.0,16.0,20.0,12.0,2.0
2020-02-22,3.0,16.0,62.0,12.0,2.0
2020-02-23,3.0,16.0,155.0,12.0,2.0
2020-02-24,3.0,16.0,229.0,12.0,2.0
2020-02-25,3.0,16.0,322.0,14.0,2.0
2020-02-26,3.0,21.0,453.0,18.0,2.0
2020-02-27,3.0,26.0,655.0,38.0,2.0
2020-02-28,3.0,53.0,888.0,57.0,2.0
2020-02-29,3.0,66.0,1128.0,100.0,2.0
2020-03-01,3.0,117.0,1694.0,130.0,2.0
2020-03-02,5.0,150.0,2036.0,191.0,3.0
2020-03-03,5.0,188.0,2502.0,212.0,3.0
2020-03-04,28.0,240.0,3089.0,288.0,3.0
2020-03-05,30.0,349.0,3858.0,426.0,4.0
2020-03-06,31.0,534.0,4636.0,616.0,13.0
2020-03-07,34.0,684.0,5883.0,948.0,13.0
2020-03-08,39.0,847.0,7375.0,1125.0,17.0
2020-03-09,43.0,1112.0,9172.0,1411.0,17.0
2020-03-10,56.0,1296.0,10149.0,1783.0,20.0
2020-03-11,62.0,1567.0,12462.0,2293.0,20.0
2020-03-12,73.0,2369.0,15113.0,2293.0,28.0
2020-03-13,82.0,3062.0,17660.0,3678.0,45.0
2020-03-14,102.0,3795.0,21157.0,4493.0,59.0
2020-03-15,113.0,4838.0,24747.0,4529.0,63.0
2020-03-16,119.0,6012.0,27980.0,6680.0,90.0
2020-03-17,142.0,7156.0,31506.0,7712.0,114.0
2020-03-18,156.0,8198.0,35713.0,9121.0,147.0
2020-03-19,194.0,10999.0,41035.0,10962.0,199.0
2020-03-20,244.0,13957.0,47021.0,12745.0,253.0
2020-03-21,330.0,16662.0,53578.0,14444.0,306.0
2020-03-22,396.0,18610.0,59138.0,16739.0,367.0
2020-03-23,499.0,22672.0,63927.0,20094.0,438.0
2020-03-24,536.0,27436.0,69176.0,22337.0,495.0
2020-03-25,657.0,31554.0,74386.0,25292.0,658.0
2020-03-26,727.0,36508.0,80589.0,29208.0,840.0
2020-03-27,887.0,42288.0,86498.0,33000.0,1036.0
2020-03-28,987.0,48582.0,92472.0,37648.0,1264.0
2020-03-29,1024.0,52547.0,97689.0,40251.0,1534.0
2020-03-30,1251.0,57298.0,101739.0,44594.0,1836.0
2020-03-31,1397.0,61913.0,105792.0,52229.0,2337.0
2020-04-01,1998.0,67366.0,110574.0,57072.0,2777.0
2020-04-02,2543.0,73522.0,115242.0,59172.0,3548.0
2020-04-03,2567.0,79696.0,119827.0,64395.0,4149.0
2020-04-04,3082.0,85778.0,124632.0,47319.0,4731.0
2020-04-05,3588.0,91714.0,128948.0,48165.0,5389.0
2020-04-06,4778.0,95391.0,132547.0,50823.0,6343.0
2020-04-07,5311.0,99225.0,135586.0,47329.0,7497.0
2020-04-08,5916.0,103228.0,139422.0,51180.0,8672.0
2020-04-09,6725.0,108202.0,143626.0,54964.0,10131.0
2020-04-10,7598.0,113525.0,147577.0,56530.0,11917.0
2020-04-11,8446.0,117658.0,152271.0,57975.0,13584.0
2020-04-12,9205.0,120479.0,156363.0,108720.0,15770.0
2020-04-13,10453.0,123016.0,159516.0,111859.0,18328.0
2020-04-14,11487.0,125098.0,162488.0,129307.0,21102.0
2020-04-15,12322.0,127584.0,165155.0,132514.0,24490.0
2020-04-16,13430.0,130450.0,168941.0,145092.0,27938.0
2020-04-17,14352.0,133830.0,172434.0,146983.0,32008.0
2020-04-18,15722.0,137439.0,175925.0,150787.0,36793.0
2020-04-19,17615.0,139897.0,178972.0,151881.0,42853.0
2020-04-20,18539.0,141672.0,181228.0,154327.0,47121.0
2020-04-21,20080.0,143457.0,183957.0,156993.0,52763.0
2020-04-22,21370.0,145694.0,187327.0,158791.0,57999.0
2020-04-23,23077.0,148046.0,189973.0,157082.0,62773.0
2020-04-24,24530.0,150383.0,192994.0,159893.0,68622.0
2020-04-25,26283.0,152438.0,195351.0,161571.0,74588.0
2020-04-26,27890.0,154175.0,197675.0,162204.0,80949.0
2020-04-27,29451.0,155193.0,199414.0,165890.0,87147.0
2020-04-28,31324.0,156337.0,201505.0,169021.0,93558.0
2020-04-29,33062.0,157641.0,203591.0,167566.0,99399.0
2020-04-30,34863.0,159119.0,205463.0,168784.0,106498.0
2020-05-01,37257.0,160758.0,207428.0,169310.0,114431.0
2020-05-02,39699.0,161703.0,209328.0,170102.0,124054.0
2020-05-03,42505.0,162496.0,210717.0,170463.0,134687.0
2020-05-04,46437.0,163175.0,211938.0,171025.0,145268.0
2020-05-05,49400.0,163860.0,213013.0,172140.0,155370.0
2020-05-06,52987.0,164807.0,214457.0,176276.0,165929.0
2020-05-07,56351.0,166091.0,215858.0,177017.0,177160.0
2020-05-08,59695.0,167300.0,217185.0,177548.0,187859.0
2020-05-09,62808.0,168551.0,218268.0,178076.0,198676.0
2020-05-10,67161.0,169218.0,219070.0,178325.0,209688.0
2020-05-11,70768.0,169575.0,219814.0,178640.0,221344.0
2020-05-12,74292.0,170508.0,221216.0,179393.0,232243.0
2020-05-13,78055.0,171306.0,222104.0,179914.0,242271.0
2020-05-14,81997.0,172239.0,223096.0,180556.0,252245.0
2020-05-15,85784.0,173152.0,223885.0,181069.0,262843.0
2020-05-16,90648.0,173772.0,224760.0,181484.0,272043.0
2020-05-17,95698.0,174355.0,225435.0,181624.0,281752.0
2020-05-18,100328.0,174697.0,225886.0,182068.0,290678.0
2020-05-19,106475.0,175210.0,226699.0,182569.0,299941.0
2020-05-20,112028.0,176007.0,227364.0,183050.0,308705.0
2020-05-21,118226.0,176752.0,228006.0,183317.0,317554.0
2020-05-22,124794.0,177212.0,228658.0,184073.0,326448.0
2020-05-23,131423.0,177850.0,229327.0,184619.0,335882.0
2020-05-24,138536.0,178281.0,229858.0,184180.0,344481.0
2020-05-25,144950.0,178570.0,230158.0,184505.0,353427.0
2020-05-26,150793.0,179002.0,230555.0,184760.0,362342.0
2020-05-27,158086.0,179364.0,231139.0,184933.0,370680.0
2020-05-28,165386.0,179717.0,231732.0,188275.0,379051.0
2020-05-29,173491.0,180458.0,232248.0,188869.0,387623.0
2020-05-30,181827.0,181196.0,232664.0,190663.0,396575.0
2020-05-31,190609.0,181482.0,232997.0,190895.0,405843.0
2020-06-01,198370.0,181815.0,233197.0,191301.0,414328.0
2020-06-02,207191.0,182028.0,233515.0,190654.0,423186.0
2020-06-03,216824.0,182370.0,233836.0,187428.0,431715.0
2020-06-04,226713.0,182764.0,234013.0,191788.0,440538.0
2020-06-05,236184.0,183271.0,234531.0,192369.0,449256.0
2020-06-06,246622.0,183678.0,234801.0,192941.0,458102.0
2020-06-07,257486.0,183979.0,234998.0,193282.0,467073.0
2020-06-08,265928.0,184193.0,235278.0,193556.0,476043.0
2020-06-09,276146.0,184543.0,235561.0,194108.0,484630.0
2020-06-10,286605.0,184861.0,235763.0,194733.0,493023.0
2020-06-11,297535.0,185416.0,236142.0,195097.0,501800.0
2020-06-12,308993.0,185674.0,236305.0,195898.0,510761.0
2020-06-13,320922.0,186022.0,236651.0,196395.0,519458.0
2020-06-14,332424.0,186269.0,236989.0,196785.0,528267.0
2020-06-15,343091.0,186461.0,237290.0,196921.0,536484.0
2020-06-16,354065.0,186839.0,237500.0,197584.0,544725.0
2020-06-17,366946.0,187184.0,237828.0,198073.0,552549.0
2020-06-18,380532.0,187764.0,238159.0,198659.0,560321.0
2020-06-19,395048.0,188534.0,238011.0,199446.0,568292.0
2020-06-20,410451.0,189135.0,238275.0,200065.0,576162.0
2020-06-21,425282.0,189822.0,238499.0,200408.0,583879.0
2020-06-22,440215.0,190359.0,238720.0,200550.0,591465.0
2020-06-23,456183.0,190862.0,238833.0,201248.0,598878.0
2020-06-24,473105.0,191449.0,239410.0,201516.0,606043.0
2020-06-25,490401.0,192079.0,239706.0,201771.0,613148.0
2020-06-26,508953.0,192556.0,239961.0,203034.0,619936.0
2020-06-27,528859.0,193243.0,240136.0,203482.0,626779.0
2020-06-28,548318.0,193499.0,240310.0,203073.0,633563.0
2020-06-29,566840.0,193761.0,240436.0,203718.0,640246.0
2020-06-30,585481.0,194259.0,240578.0,204160.0,646929.0
2020-07-01,604641.0,194725.0,240760.0,205150.0,653479.0
2020-07-02,625544.0,195228.0,240961.0,205689.0,660231.0
2020-07-03,648315.0,195674.0,241184.0,206228.0,666941.0
2020-07-04,673165.0,196096.0,241419.0,206586.0,673564.0
2020-07-05,697413.0,196335.0,241611.0,206598.0,680283.0
2020-07-06,719664.0,196554.0,241819.0,207616.0,686852.0
2020-07-07,742417.0,196944.0,241956.0,208070.0,693215.0
2020-07-08,767296.0,197341.0,242149.0,208892.0,699749.0
2020-07-09,793802.0,197783.0,242363.0,209336.0,706240.0
2020-07-10,820916.0,198178.0,242639.0,210050.0,712863.0
2020-07-11,849522.0,198556.0,242827.0,210301.0,719449.0
2020-07-12,878254.0,198804.0,243061.0,210317.0,726036.0
2020-07-13,906752.0,198963.0,243230.0,211740.0,732547.0
2020-07-14,936181.0,199375.0,243344.0,211802.0,738787.0
2020-07-15,968857.0,199726.0,243506.0,212528.0,745197.0
2020-07-16,1003832.0,200260.0,243736.0,213097.0,751612.0
2020-07-17,1039084.0,200843.0,243967.0,213921.0,758001.0
2020-07-18,1077781.0,201372.0,244216.0,214086.0,764215.0
2020-07-19,1118206.0,201574.0,244434.0,214090.0,770311.0
2020-07-20,1155338.0,201823.0,244624.0,216001.0,776212.0
2020-07-21,1193078.0,202345.0,244752.0,216596.0,782040.0
2020-07-22,1238798.0,202799.0,245032.0,217517.0,787890.0
2020-07-23,1288108.0,203368.0,245338.0,218753.0,793720.0
2020-07-24,1337024.0,204183.0,245590.0,219844.0,799499.0
2020-07-25,1385635.0,204964.0,245864.0,219928.0,805332.0
2020-07-26,1435616.0,205269.0,246118.0,219932.0,811073.0
2020-07-27,1480073.0,205609.0,246286.0,222420.0,816680.0
2020-07-28,1531669.0,206242.0,246488.0,222984.0,822060.0
2020-07-29,1581963.0,206926.0,246776.0,224454.0,827509.0
2020-07-30,1634746.0,207828.0,247158.0,225848.0,832993.0
2020-07-31,1695988.0,208698.0,247537.0,227151.0,838461.0
2020-08-01,1750723.0,209653.0,247832.0,227213.0,843890.0
2020-08-02,1803695.0,209893.0,248070.0,227216.0,849277.0
2020-08-03,1855745.0,210402.0,248229.0,230577.0,854641.0
2020-08-04,1908254.0,211281.0,248419.0,231546.0,859762.0
2020-08-05,1964536.0,212022.0,248803.0,233254.0,864948.0
2020-08-06,2027074.0,213067.0,249204.0,234855.0,870187.0
2020-08-07,2088611.0,214214.0,249756.0,237237.0,875378.0
2020-08-08,2153010.0,215336.0,250103.0,237306.0,880563.0
2020-08-09,2215074.0,215891.0,250566.0,237312.0,885718.0
2020-08-10,2268675.0,216327.0,250825.0,242029.0,890799.0
2020-08-11,2329638.0,217293.0,251237.0,243437.0,895691.0
2020-08-12,2396637.0,218519.0,251713.0,246014.0,900745.0
2020-08-13,2461190.0,219964.0,252235.0,248684.0,905762.0
2020-08-14,2525922.0,221413.0,252809.0,251571.0,910778.0
2020-08-15,2589952.0,222828.0,253438.0,254781.0,915808.0
2020-08-16,2647663.0,223453.0,253915.0,257801.0,920719.0
2020-08-17,2702681.0,224014.0,254235.0,258391.0,925558.0
2020-08-18,2767253.0,225404.0,254636.0,260509.0,930276.0
2020-08-19,2836925.0,226914.0,255278.0,264296.0,935066.0
2020-08-20,2905825.0,228621.0,256118.0,269096.0,939833.0
2020-08-21,2975701.0,230048.0,257065.0,274050.0,944671.0
2020-08-22,3044940.0,232082.0,258136.0,277524.0,949531.0
2020-08-23,3106348.0,232864.0,259345.0,282259.0,954328.0
2020-08-24,3167323.0,233575.0,260298.0,284235.0,959016.0
2020-08-25,3224547.0,234853.0,261174.0,287667.0,963655.0
2020-08-26,3310234.0,236429.0,262540.0,287911.0,968297.0
2020-08-27,3387500.0,237936.0,263949.0,299137.0,972972.0
2020-08-28,3463972.0,239507.0,265409.0,306695.0,977730.0
2020-08-29,3542733.0,240986.0,266853.0,312155.0,982573.0
2020-08-30,3621245.0,241771.0,268218.0,317537.0,987470.0
2020-08-31,3691166.0,242381.0,269214.0,320559.0,992402.0
2020-09-01,3769523.0,243599.0,270189.0,325663.0,997072.0
2020-09-02,3853406.0,244855.0,271515.0,332701.0,1001965.0
2020-09-03,3936747.0,246166.0,272912.0,339820.0,1006923.0
2020-09-04,4023179.0,247619.0,274644.0,348608.0,1011987.0
2020-09-05,4113811.0,248997.0,276338.0,357202.0,1017131.0
2020-09-06,4204613.0,249985.0,277634.0,364217.0,1022228.0
2020-09-07,4280422.0,250799.0,278784.0,368401.0,1027334.0
2020-09-08,4370128.0,252298.0,280153.0,375139.0,1032354.0
2020-09-09,4465863.0,253474.0,281583.0,383716.0,1037526.0
2020-09-10,4562414.0,255366.0,283180.0,393415.0,1042836.0
2020-09-11,4659984.0,256850.0,284796.0,402848.0,1048257.0
2020-09-12,4754356.0,258480.0,286297.0,414184.0,1053663.0
2020-09-13,4846427.0,259428.0,287753.0,420529.0,1059024.0
2020-09-14,4930236.0,260355.0,288761.0,426703.0,1064438.0
2020-09-15,5020359.0,261762.0,289990.0,434529.0,1069873.0
2020-09-16,5118253.0,263663.0,291442.0,444796.0,1075485.0
2020-09-17,5214677.0,265857.0,293025.0,455035.0,1081152.0
2020-09-18,5308014.0,267773.0,294932.0,468256.0,1086955.0
2020-09-19,5400619.0,270070.0,296569.0,481656.0,1092915.0
2020-09-20,5487580.0,271415.0,298156.0,492192.0,1098958.0
2020-09-21,5562663.0,272337.0,299506.0,497731.0,1105048.0
2020-09-22,5646010.0,274158.0,300897.0,507692.0,1111157.0
2020-09-23,5732518.0,275927.0,302537.0,520848.0,1117487.0
2020-09-24,5818570.0,278070.0,304323.0,536753.0,1123976.0
2020-09-25,5903932.0,280223.0,306235.0,552747.0,1131088.0
2020-09-26,5992532.0,282730.0,308104.0,566966.0,1138509.0
2020-09-27,6074702.0,284140.0,309870.0,577601.0,1146273.0
2020-09-28,6145291.0,285332.0,311364.0,581900.0,1154299.0
2020-09-29,6225763.0,287421.0,313011.0,589756.0,1162428.0
2020-09-30,6312584.0,289219.0,314861.0,603998.0,1170799.0
2020-10-01,6394068.0,291722.0,317409.0,617023.0,1179634.0
2020-10-02,6473544.0,294395.0,319908.0,629347.0,1188928.0
2020-10-03,6549373.0,296958.0,322751.0,645861.0,1198663.0
2020-10-04,6623815.0,299237.0,325329.0,658365.0,1209039.0
2020-10-05,6685082.0,300619.0,327586.0,663740.0,1219796.0
2020-10-06,6757131.0,303258.0,330263.0,675050.0,1231277.0
2020-10-07,6835655.0,306086.0,333940.0,693873.0,1242258.0
2020-10-08,6906151.0,310144.0,338398.0,711213.0,1253603.0
2020-10-09,6979423.0,314660.0,343770.0,731910.0,1265572.0
2020-10-10,7053806.0,319381.0,349494.0,758587.0,1278245.0
2020-10-11,7120538.0,322864.0,354950.0,774581.0,1291687.0
2020-10-12,7175880.0,325331.0,359569.0,783296.0,1305093.0
2020-10-13,7239389.0,329453.0,365467.0,796922.0,1318783.0
2020-10-14,7307097.0,334585.0,372799.0,819565.0,1332824.0
2020-10-15,7370468.0,341223.0,381602.0,849322.0,1346380.0
2020-10-16,7432680.0,348557.0,391611.0,874732.0,1361317.0
2020-10-17,7494551.0,356387.0,402536.0,906871.0,1376020.0
2020-10-18,7550273.0,361974.0,414241.0,936708.0,1390824.0
2020-10-19,7597063.0,366299.0,423578.0,950246.0,1406667.0
2020-10-20,7651107.0,373167.0,434449.0,970622.0,1422775.0
2020-10-21,7706946.0,380762.0,449648.0,997419.0,1438219.0
2020-10-22,7761312.0,392049.0,465726.0,1038232.0,1453923.0
2020-10-23,7814682.0,403291.0,484869.0,1080445.0,1471000.0
2020-10-24,7864811.0,418005.0,504509.0,1125710.0,1487260.0
2020-10-25,7909959.0,429181.0,525782.0,1132264.0,1503652.0
2020-10-26,7946429.0,437866.0,542789.0,1204702.0,1520800.0
2020-10-27,7990322.0,449275.0,564778.0,1239160.0,1537142.0
2020-10-28,8040203.0,464239.0,589766.0,1275879.0,1553028.0
2020-10-29,8088851.0,481013.0,616595.0,1322515.0,1570446.0
2020-10-30,8137119.0,499694.0,647674.0,1371988.0,1588433.0
2020-10-31,8184082.0,518753.0,679430.0,1407089.0,1606267.0
2020-11-01,8229313.0,532930.0,709335.0,1453268.0,1624648.0
2020-11-02,8267623.0,545027.0,731588.0,1557975.0,1642665.0
2020-11-03,8313876.0,560379.0,759829.0,1630273.0,1661096.0
2020-11-04,8364086.0,577593.0,790377.0,1583814.0,1680579.0
2020-11-05,8411724.0,597583.0,824879.0,1641166.0,1699695.0
2020-11-06,8462080.0,619089.0,862681.0,1701877.0,1720063.0
2020-11-07,8507754.0,642488.0,902490.0,1788532.0,1740172.0
2020-11-08,8553657.0,658505.0,935104.0,1827094.0,1760420.0
2020-11-09,8591730.0,671868.0,960373.0,1847833.0,1781997.0
2020-11-10,8636011.0,687200.0,995463.0,1870155.0,1802762.0
2020-11-11,8683916.0,705687.0,1028424.0,1906216.0,1822345.0
2020-11-12,8728795.0,727553.0,1066401.0,1938604.0,1843678.0
2020-11-13,8773479.0,751095.0,1107303.0,1962518.0,1865395.0
2020-11-14,8814579.0,773556.0,1144552.0,1994475.0,1887836.0
2020-11-15,8845127.0,790503.0,1178529.0,2021667.0,1910149.0
2020-11-16,8874290.0,801327.0,1205881.0,2031302.0,1932711.0
2020-11-17,8912907.0,815746.0,1238072.0,2076663.0,1954912.0
2020-11-18,8958483.0,833307.0,1272352.0,2105282.0,1975629.0
2020-11-19,9004365.0,855916.0,1308528.0,2125842.0,1998966.0
2020-11-20,9050597.0,879564.0,1345767.0,2148944.0,2023025.0
2020-11-21,9095806.0,902528.0,1380531.0,2166612.0,2047563.0
2020-11-22,9139865.0,918269.0,1408868.0,2179742.0,2071858.0
2020-11-23,9177840.0,929133.0,1431795.0,2184496.0,2096749.0
2020-11-24,9222216.0,942687.0,1455022.0,2194186.0,2120836.0
2020-11-25,9266705.0,961320.0,1480874.0,2210674.0,2144229.0
2020-11-26,9309787.0,983588.0,1509875.0,2223575.0,2169424.0
2020-11-27,9351109.0,1006394.0,1538217.0,2236136.0,2196691.0
2020-11-28,9392919.0,1028089.0,1564532.0,2248613.0,2223500.0
2020-11-29,9431691.0,1042700.0,1585178.0,2258376.0,2249890.0
2020-11-30,9462809.0,1053869.0,1601554.0,2262406.0,2275936.0
2020-12-01,9499413.0,1067473.0,1620901.0,2270662.0,2302062.0
2020-12-02,9534964.0,1084743.0,1641610.0,2284733.0,2327105.0
2020-12-03,9571559.0,1106789.0,1664829.0,2297338.0,2354934.0
2020-12-04,9608211.0,1130238.0,1688939.0,2308638.0,2382012.0
2020-12-05,9644222.0,1153556.0,1709991.0,2321520.0,2410462.0
2020-12-06,9677203.0,1171323.0,1728878.0,2332469.0,2439163.0
2020-12-07,9703770.0,1183655.0,1742557.0,2335880.0,2466961.0
2020-12-08,9735850.0,1197709.0,1757394.0,2349699.0,2492713.0
2020-12-09,9767371.0,1218524.0,1770149.0,2364294.0,2518551.0
2020-12-10,9796744.0,1242203.0,1787147.0,2378044.0,2546113.0
2020-12-11,9826775.0,1272078.0,1805873.0,2391450.0,2574319.0
2020-12-12,9857029.0,1300516.0,1825775.0,2405397.0,2602048.0
2020-12-13,9884100.0,1320716.0,1843712.0,2416930.0,2629699.0
2020-12-14,9906165.0,1337078.0,1855737.0,2419993.0,2656601.0
2020-12-15,9932547.0,1351510.0,1870576.0,2431594.0,2682866.0
2020-12-16,9956557.0,1379238.0,1888144.0,2449209.0,2708940.0
2020-12-17,9979447.0,1406161.0,1906377.0,2467463.0,2736727.0
2020-12-18,10004599.0,1439938.0,1921778.0,2483274.0,2764843.0
2020-12-19,10031223.0,1471238.0,1938083.0,2500702.0,2792615.0
2020-12-20,10055560.0,1494009.0,1953185.0,2513560.0,2821125.0
2020-12-21,10075116.0,1510652.0,1964054.0,2519357.0,2850042.0
2020-12-22,10099066.0,1530180.0,1977370.0,2531152.0,2878382.0
2020-12-23,10123778.0,1554920.0,1991278.0,2546081.0,2905196.0
2020-12-24,10146845.0,1587115.0,2009317.0,2567715.0,2934695.0
2020-12-25,10169118.0,1612648.0,2028354.0,2587977.0,2963290.0
2020-12-26,10187850.0,1627103.0,2038759.0,2591070.0,2992123.0
2020-12-27,10207871.0,1640858.0,2047696.0,2599937.0,3019972.0
2020-12-28,10224303.0,1651834.0,2056277.0,2602897.0,3047335.0
2020-12-29,10244852.0,1664726.0,2067487.0,2614292.0,3073923.0
2020-12-30,10266674.0,1687185.0,2083689.0,2640749.0,3100018.0
2020-12-31,10286709.0,1719737.0,2107166.0,2660676.0,3127347.0
2021-01-01,10305788.0,1742661.0,2129376.0,2680034.0,3153960.0
2021-01-02,10323965.0,1755351.0,2141201.0,2683500.0,3179898.0
2021-01-03,10340469.0,1765666.0,2155446.0,2695989.0,3203743.0
2021-01-04,10356844.0,1775513.0,2166244.0,2700011.0,3226758.0
2021-01-05,10374932.0,1787410.0,2181619.0,2720744.0,3250713.0
2021-01-06,10395278.0,1808647.0,2201945.0,2745887.0,3274615.0
2021-01-07,10413417.0,1835038.0,2220361.0,2767590.0,3297833.0
2021-01-08,10413417.0,1866887.0,2237890.0,2787404.0,3321163.0
2021-01-09,10450284.0,1891581.0,2257866.0,2807581.0,3344175.0
2021-01-10,10466595.0,1908527.0,2276491.0,2823525.0,3366715.0
2021-01-11,10479179.0,1921024.0,2289021.0,2827242.0,3389733.0
2021-01-12,10495147.0,1933826.0,2303263.0,2846936.0,3412390.0
2021-01-13,10512093.0,1953426.0,2319036.0,2870788.0,3434934.0
2021-01-14,10527683.0,1978590.0,2336279.0,2892016.0,3459237.0
2021-01-15,10542841.0,2000958.0,2352423.0,2913287.0,3483531.0
2021-01-16,10557985.0,2019636.0,2368733.0,2934693.0,3507201.0
2021-01-17,10571773.0,2033518.0,2381277.0,2951335.0,3530379.0
2021-01-18,10581823.0,2040659.0,2390102.0,2955071.0,3552888.0
2021-01-19,10595639.0,2052028.0,2400598.0,2979094.0,3574330.0
2021-01-20,10610883.0,2068002.0,2414166.0,3005852.0,3595136.0
2021-01-21,10625428.0,2088400.0,2428221.0,3028439.0,3616680.0
2021-01-22,10639684.0,2106262.0,2441854.0,3051731.0,3637862.0
2021-01-23,10654533.0,2122679.0,2455185.0,3075824.0,3658447.0
2021-01-24,10667736.0,2134936.0,2466813.0,3094260.0,3679247.0
2021-01-25,10676838.0,2141665.0,2475372.0,3098500.0,3698246.0
2021-01-26,10689527.0,2148077.0,2485956.0,3120586.0,3716228.0
2021-01-27,10701193.0,2161275.0,2501147.0,3147502.0,3733692.0
2021-01-28,10720048.0,2178828.0,2515507.0,3171272.0,3752548.0
2021-01-29,10733130.0,2192850.0,2529070.0,3194477.0,3771514.0
2021-01-30,10746174.0,2205171.0,2541783.0,3218522.0,3790265.0
2021-01-31,10757610.0,2216363.0,2553032.0,3237858.0,3808348.0
2021-02-01,10766245.0,2221971.0,2560957.0,3242205.0,3825739.0
2021-02-02,10777284.0,2228085.0,2570608.0,3265542.0,3842145.0
2021-02-03,10790183.0,2237790.0,2583790.0,3291904.0,3858367.0
2021-02-04,10802591.0,2252001.0,2597446.0,3291904.0,3874830.0
2021-02-05,10814304.0,2264909.0,2611659.0,3337491.0,3891274.0
2021-02-06,10826363.0,2275394.0,2625098.0,3358077.0,3907653.0
2021-02-07,10838194.0,2284010.0,2636738.0,3377792.0,3923461.0
2021-02-08,10847304.0,2288545.0,2644707.0,3382109.0,3939162.0
2021-02-09,10858371.0,2291924.0,2655319.0,3401113.0,3953970.0
2021-02-10,10871294.0,2299996.0,2668266.0,3426500.0,3968228.0
