India;Germany;Italy
4.241015449443465e-05;0.002005789478139137;0.0036661679636153274
4.4621777091656775e-05;0.0020207879398077082;0.0036844494282864395
4.771435440155332e-05;0.0020287847215286815;0.0036979875027704943
5.027693798914735e-05;0.002033064858071991;0.0037105465145113137
5.278055444678011e-05;0.0020442507611389596;0.0037342128242702226
5.5453967820807375e-05;0.0020538181251769454;0.0037492026124770067
5.8254551270293284e-05;0.0020650040282439138;0.003765947961464766
6.0945015380694894e-05;0.0020759501477510328;0.003779266590851199
6.440063128589516e-05;0.00208338343810636;0.003794036933960361
6.798839039799659e-05;0.0020903731288759663;0.003805431198644572
7.127776162354701e-05;0.0020944734277493888;0.003813044255492837
7.564488147742573e-05;0.0021006238760595225;0.0038267680142902646
7.958999560603945e-05;0.002110179250919516;0.003837993475053228
8.399334827471364e-05;0.0021191111885239013;0.003848830686797322
8.865956646249229e-05;0.0021246262104004346;0.0038598367024626637
9.336912193855574e-05;0.002132275305959626;0.003871129684794126
9.842253393150177e-05;0.002137442641674378;0.0038800931730123716
0.00010297934322754505;0.0021409075141142;0.0038851572906497987
0.00010713048708734875;0.002146086839006944;0.0038918588063233273
0.00011231177960310236;0.0021504269214402158;0.0039017169553241856
0.0001174980452502985;0.0021546591012715556;0.003911727027854166
0.00012325622101338405;0.002163543082163971;0.0039204373101905405
0.00012917851011407268;0.002172391095522409;0.00392745955331444
0.0001354176587323845;0.0021758200004282535;0.003933080723891984
0.00014093144060743783;0.002179812396699744;0.003936456802316935
0.00014719829667235798;0.0021823660916121387;0.003941824767012608
0.00015404203598461008;0.002186466390485561;0.003947243372884655
0.0001610676498181885;0.0021911901266145916;0.0039502312022907365
0.0001677962966599138;0.0021972686398567705;0.0039589752454113605
0.0001752119460880553;0.002202148235299703;0.003963532951285045
0.00018293024608684143;0.002205756977875435;0.003966858388533622
0.00018892784260651673;0.002208322661965822;0.003971584898328554
0.00019618719361789346;0.002212518874263184;0.003976362049299861
0.00020361776244036254;0.0022163314328647876;0.0039797718885090615
0.00021138295196417812;0.002222985426650605;0.003986169557124344
0.00021952325768822924;0.0022260786345726603;0.00398892106104068
0.00022799818411362686;0.0022302508685140376;0.003994761676715845
0.00023616974952103096;0.0022332121954781762;0.004000467249254013
0.0002437480913920777;0.0022355141176527288;0.004005548247283565
0.0002515445405992462;0.0022400460269338804;0.004009093129629764
0.00026069581290082616;0.00224418229334128;0.004014629898246684
0.0002703479505834024;0.002251136016576909;0.0040202173080399785
0.00028066080430048446;0.002260367683631106;0.004017719010005515
0.0002916038248160683;0.002267573179604576;0.004022175433526451
0.0003021404694480636;0.0022758097448853988;0.004025956641362396
0.0003127495797096499;0.0022822479334673514;0.004029687208021967
0.0003240940029773797;0.0022882784899975607;0.004031594692332065
0.00033611619301598966;0.0022953161374791365;0.00404133467858805
0.00034840409036309984;0.0023028693196143887;0.004046331274656978
0.00036158430958046735;0.0023085881575167938;0.004050635774648791
0.00037572647450828737;0.0023168247227976163;0.004053589843270623
0.0003895510694711352;0.002319893952363687;0.004056527031500331
0.00040270997526803474;0.002323035116997712;0.00405865396090805
0.0004159534242994571;0.002329005727637959;0.004061050976589766
0.0004295655955049746;0.002334592684582447;0.004064123207956472
0.0004444160764396788;0.0023406232411126563;0.004067516166773547
0.0004605936730221861;0.0023459704144972947;0.0040712804942173685
0.00047824828964312087;0.0023510298476101146;0.004075247386366687
0.0004954752169599992;0.002353895261150313;0.00407848842165464
0.0005112833809210623;0.0023565208911306627;0.004081999543216589
0.0005274481894512889;0.0023611966705477236;0.00408431215693768
0.0005451234090453426;0.0023659563742107316;0.004087570072617759
0.000563954526476107;0.0023712555908834004;0.004091182476532457
0.0005832175958950216;0.0023759913161904233;0.00409584146475889
0.0006035406527585411;0.0023805232254715744;0.004099014978478344
0.0006239532259880259;0.0023834965416137054;0.004102964990235537
0.0006441995545378609;0.002385402820914507;0.004105817776504621
0.0006651073095695506;0.002390342362247402;0.004107742141206843
0.0006883218871432192;0.002394550563722757;0.004110476764731054
0.0007131697831720801;0.0024009527847707324;0.004114359254919748
0.0007382144731165949;0.0024079424755403386;0.004118258625500567
0.0007657066541781769;0.0024142847506983516;0.004122461843139631
0.0007944264882587117;0.002416706564652829;0.004126141768622828
0.0008208068192192166;0.0024196918699729525;0.004129349043126532
0.0008476191021678717;0.0024259502208850187;0.004131509733318501
0.0008801007549609959;0.002431393307693597;0.004136236243113433
0.0009151329137367823;0.002438215149971309;0.004141401643103609
0.0009498851562570901;0.0024479863300351664;0.004145655501919047
0.0009844207123359738;0.0024573498780472804;0.00415028072936123
0.0010199295812828928;0.002461006577334982;0.004154568348960919
0.0010515139390743172;0.002465082897852419;0.004157404254837878
0.00108817018048976;0.0024726720475216485;0.004160814094047079
0.0011239014194568944;0.002480872645268494;0.004165675646979009
0.0011614009618755182;0.0024916868838176956;0.004172123956770666
0.0012049101784187492;0.002502117468671139;0.004178521625385949
0.001243796514062486;0.0025135671336539416;0.004183501341062753
0.0012814303310300578;0.002516444536372133;0.004187518874388445
0.0013184091155419152;0.0025225470279702966;0.0041902028567362805
0.0013557139953869319;0.0025330855154256722;0.004193410131239985
0.001395699393079465;0.0025419694963180876;0.0041998922018158915
0.0014401293493869105;0.002554498187320212;0.004206661239057919
0.001483848147898076;0.0025682497744775675;0.0042159792155107845
0.001529600246721882;0.002581701632185111;0.004221836711578076
0.001573693450985934;0.0025883556259709284;0.004229652333131838
0.0016117741393359834;0.0025935829075756428;0.00423402435469215
0.0016550851410688625;0.0026051644535163626;0.00424097907624755
0.001702684402999889;0.0026198631857351226;0.004249014142898934
0.0017485459107154304;0.0026371875479342323;0.004257825707588057
0.0017945345885064302;0.002654559866845312;0.0042675150526676675
0.0018400245322584808;0.0026715245537046474;0.0042781328193141396
0.0018810251592126363;0.002679017789949937;0.0042861847663576485
0.0019201125514561206;0.0026857437188037092;0.004291586491837571
0.0019659875576712917;0.0027024086762132333;0.004298355529079598
0.0020154858453660107;0.0027205123349818535;0.004309192740823692
0.002064435667707355;0.0027409778618149886;0.004323372270208488
0.002114078886661256;0.0027580864188102338;0.004339358001550633
0.0021632695506538877;0.0027824724068469045;0.004357436901516247
0.002206896701457041;0.002791847944037011;0.004377845295595079
0.0022502162285581075;0.0028003722495896525;0.004393932309289972
0.0022908708676533337;0.0028156944190640206;0.004408719532791259
0.0023517469696411825;0.002834589363580143;0.004431778148433677
0.002406640394503683;0.0028526570548147857;0.004455562620937459
0.0024609697241711327;0.0028714920534409455;0.004480207993439605
0.0025169252678202856;0.002889224047691799;0.004504583279667754
0.0025727039100795542;0.002898635552415883;0.004527625014918046
0.002622379099164157;0.0029059489509912855;0.004544437885474304
0.0026780476220843417;0.002920551769786106;0.004560896267795943
0.0027376420770547187;0.0029356101773446402;0.00458327966775337
0.002796851469561975;0.0029513279896927597;0.004606861575551655
0.0028582568548247774;0.002968748265315809;0.0046360984147117345
0.0029226461189530897;0.002985269352589424;0.004664693798971073
0.0029871561591307202;0.002997114660445978;0.004686570787164757
0.0030410144622058286;0.003006873851331843;0.004705983238108228
0.0031047458520890307;0.0030248456291425458;0.00472909249492702
0.003172760529038938;0.0030389449024616827;0.004753231455665422
0.0032413549310255727;0.0030616284272234236;0.004780189441888659
0.003310673278860768;0.0030794203673642395;0.004807468155562267
0.0033777196160740823;0.003098962727491955;0.004832805624141527
0.003443131213937506;0.00311032846822881;0.004857383475075173
0.003502673095804062;0.0031214424362278237;0.004874398910336928
0.0035667007422317686;0.00313831120966322;0.004895144912258254
0.003636249275008018;0.003161102637026893;0.004919655241623401
0.0037047534501813383;0.003187406893542358;0.004946376902356891
0.0037710644743885087;0.003210378158575918;0.004978567810138802
0.0038368554511362617;0.0032379173004246065;0.005006201012047029
0.0038986366630466484;0.00325404274482447;0.005032990194349019
0.003951979181346433;0.003265096766933521;0.0050557787237174405
0.004011192836537783;0.003286929060057797;0.005079259349162977
0.004072652215799104;0.003308137915926465;0.005106943192247579
0.004133787631069312;0.003333830724364314;0.005137091572582395
0.004194432837668759;0.0033596434245820876;0.00516936688232493
0.004257378472784043;0.003389700293809194;0.005200916335206101
0.004315755931445701;0.0034066050347785672;0.005230727107698421
0.00436590569935939;0.0034208961349455834;0.005255946413532808
0.004423076818422564;0.00344594152777184;0.005283748419362282
0.0044847585677041;0.0034674980698022892;0.005314977144793082
0.004542648659484391;0.003497506982317425;0.005357988383926963
0.00459911217298803;0.00352955405509128;0.005400172483846731
0.004652984685010117;0.0035602823182859637;0.005448163438657415
0.004705871806559236;0.003587605654930788;0.005491681089555038
0.004749398784286191;0.0036041746989163726;0.005529780134580615
0.004800585805329318;0.0036358141396384837;0.0055749689442985886
0.0048563729729567745;0.00366971953500117;0.00563703814614132
0.0049064566692670125;0.003718371619294587;0.005712290934233486
0.0049585125674178835;0.003772514747108552;0.00580297240072768
0.005011357772573416;0.003829115656410972;0.0058995957652497885
0.005058767345062278;0.003870873963358722;0.005991695184682462
0.005098084922246816;0.0039004512654661296;0.006069665715906714
0.005143204722930074;0.003949870657151064;0.00616922626865853
0.005191307692031492;0.004011399118608387;0.006292993303717248
0.005236329450980597;0.004090983282122359;0.006441591395591483
0.005280527801452291;0.0041789119135190855;0.006610547240368175
0.005324483889378;0.004272787177200075;0.006794965524331144
0.005364071436555131;0.004339770714643968;0.006992550514151424
0.005397313268011612;0.004391623909461372;0.007150162735420278
0.005435708684537238;0.004473965583913612;0.007333669478208511
0.005475379354054195;0.004565023390766371;0.007590234558112691
0.005514003534626176;0.004700345242767307;0.007861637502694533
0.005551920109638622;0.00483512758175858;0.008184778849138754
0.005587534124793183;0.005011536346739688;0.00851630975046898
0.005619609401702719;0.00514552739998346;0.008875406332138933
0.005645519416518231;0.005249653410848005;0.009162491161004673
0.005676703082004859;0.005386437942564021;0.009533674103435953
0.005712140906216885;0.0055658440020432435;0.009955481341849379
0.0057467027488476785;0.005766950473688826;0.010408365382164482
0.0057809946214858795;0.005990920307766036;0.0109329910890098
0.0058143593603337245;0.006219422051124397;0.011469044821323581
0.005846493604373222;0.006389392627523551;0.011973852947814436
0.005873710842310768;0.006534425713698382;0.012349492313766652
0.005906571163540872;0.006718483574238681;0.012826211467761911
0.0059422427249306966;0.006924865284200946;0.013341873686388986
0.00597608701573907;0.007164528952270291;0.013924280975477347
0.006011862302441839;0.00742236821417621;0.014562393558577408
0.006044311274656912;0.007702902990021862;0.015234385088671856
0.00607692293931489;0.00789493365392715;0.015784922197428677
0.0061039718012307394;0.008055145039440438;0.01621147282602916
0.006135431120288752;0.008238963116420889;0.016803805785686878
0.00616946510053929;0.008460607049967562;0.01736020039051099
0.006201349267111964;0.008722762415950767;0.018001267042232885
0.006233094896451596;0.009005011644249342;0.01869170884091969
0.0062622942824926585;0.009274300571138063;0.01932048656717476
0.006283997028107802;0.009477481170576342;0.019894031650397628
0.006304715804144676;0.009607252033166766;0.020355744135793975
0.006332151149418343;0.009780123990640096;0.020899140838682027
0.006364530497793222;0.009990665945365747;0.02147780068071869
0.006397127243056873;0.010261729270597354;0.0220884657462239
0.00642997264489265;0.01054524935176313;0.02271707466855772
0.00646209125909047;0.01082056883518206;0.02330390462038277
0.00649339285883702;0.011009290485961427;0.023782244292022005
0.006520372096912674;0.01113954091567155;0.024169261042266306
0.006551898908468835;0.0113020422341814;0.024561341910148037
0.006583506000575425;0.011525436587714972;0.02499773380735725
0.00661411349326207;0.011792411603251148;0.025487282059367327
0.006643470598614596;0.01206583679654727;0.025965706132967187
0.0066731744022734;0.012325942013093765;0.026409913651730163
0.006700719866886151;0.012501115892741648;0.026758426227537897
0.006722827567490186;0.012635023021739474;0.027034859528972915
0.006748832782250455;0.012798123799148946;0.027361444475410585
0.0067740898959523;0.013005176903078789;0.027711020515922176
0.006800088716686429;0.01326949032110064;0.028102966340666908
0.006826128032919447;0.013550624555845915;0.028509952594794795
0.006851711952401801;0.013830188208274178;0.02886531860980518
0.006875143216416893;0.014043199933666276;0.02918413857586546
0.0068940176711359425;0.014191050476669336;0.02941504545974001
0.006916808822089648;0.014359546384175416;0.02966549983769503
0.006939202832975302;0.014609101124088544;0.029880809239246305
0.006960070802955451;0.014892992869772087;0.030167742144582923
0.006981406247291198;0.015251169562296931;0.03048384436751112
0.007002900121385755;0.015592117806046607;0.030819797931578033
0.007022132641568666;0.01583429920149437;0.031122581525119795
0.007037808662322828;0.016030466131807055;0.031325568240419994
0.007056551684282325;0.01620349394859429;0.031576056379159265
0.007073609525130157;0.016535929875969316;0.031872611108006994
0.007089871664947188;0.01685871451506041;0.03218039129761769
0.0071077408366675;0.017263672980111847;0.03244036621673107
0.007126655786885438;0.017638934251275953;0.03271560101032523
0.007143945944016371;0.01791193982334234;0.03297052869219331
0.007157839452372065;0.01811147571267091;0.03315400167419729
0.007174854666378962;0.018345600380507737;0.033378780975730556
0.0071924112412657445;0.01864221264404128;0.033613553469401675
0.007208799130263535;0.01902820422950864;0.033918058862940165
0.007224622924066275;0.01933432391119021;0.034239410887819156
0.00723793102380645;0.019507627479071272;0.03441505136787726
0.007252154890179397;0.019672538622357606;0.03456591143229621
0.007263828961017031;0.019804131840002886;0.03471076207711875
0.007278427943590213;0.019958696322681723;0.03489999127283727
0.007293931325638586;0.02022796127121446;0.03517348738604258
0.007308165138274417;0.02061823299322513;0.0355697883519555
0.007321719763244671;0.020893072909524364;0.035944701861046355
0.00733463356470619;0.021045215578248726;0.036144312497921605
0.007346358787752947;0.021168883949240984;0.03638477368373876
0.007357992363091691;0.021286941384932773;0.03656704815790189
0.007370842934739155;0.02142957663550911;0.03682658418682003
0.007385297696500505;0.021684190808535057;0.037169695037147836
0.007398184500962764;0.02200059720493416;0.03748056433851736
0.007398184500962764;0.02238244053481613;0.03777646073207222
0.007424376563375802;0.022678501296162022;0.03811366344515636
0.007435964670084215;0.02288166990642231;0.038428060748479966
0.007444904939523162;0.023031498663794125;0.038639572061803164
0.007456249362790892;0.023184984120453642;0.03887998260644396
0.007468288603565876;0.023419972009105925;0.03914623703142774
0.00747936447773571;0.023721667684108275;0.03943730563283493
0.007490133438650806;0.023989841617443698;0.039709822683297
0.007500892453303017;0.02421377548398693;0.03998514187885179
0.007510688101350077;0.02438020925287831;0.04019688951766474
0.0075178280972068336;0.02446582397292249;0.04034585897816572
0.007527643637779664;0.024602128937518807;0.04052303557390717
0.007538473697166767;0.02479364406677042;0.04075206873425587
0.007548807153856969;0.025038199319460688;0.04098932264556933
0.007558935291263329;0.02525235001676207;0.04121945303140614
0.007569484723947605;0.025449176351864344;0.041444485538821275
0.00757886476029554;0.025596127706517965;0.04164077073844795
0.00758533125206551;0.025676802885229253;0.04178525001464374
0.007594346118476095;0.02575367749451693;0.04196391208489217
0.007602634197248724;0.025911910665661463;0.04222034212165935
0.007616029682012818;0.02612235670696317;0.04246274455257086
0.007625323754231533;0.026290468960773496;0.042691693310958935
0.007634590829450988;0.02643818762281864;0.04290629373604097
0.007642715505333363;0.026572370502910288;0.043096181267052364
0.007648850218191382;0.026639605813092024;0.04322995837464106
0.007656692846476231;0.026712907647337945;0.043392871039037086
0.0076658569068300915;0.026829262619754803;0.043615388368025636
0.007674672137535627;0.0269996408282057;0.04384590700288132
0.0076829936073336555;0.02715439713773242;0.044085828016150484
0.007691560891914415;0.0272801036689834;0.044312683605915094
0.007699966194499617;0.027383402426566464;0.044509171370247264
0.007706438369848378;0.027437773348762285;0.04464369121508945
0.007714300890658997;0.02747828478119882;0.04482282593631737
0.007723482001749232;0.027575061425953985;0.0450413763731566
0.00773009555612043;0.027697794641062833;0.04529689486874904
0.0077387225182785;0.027816007936068525;0.04553141415653829
0.007747385713251364;0.027916165529017562;0.04575968769924138
0.007755661714419061;0.027989467363263486;0.04594638483614119
0.00776214170468866;0.02804253146505813;0.0460703544359054
0.007770389998409749;0.028088761735397066;0.046245370341454886
0.007779541270711328;0.02817935196430812;0.0464490491528322
0.0077889142025857755;0.028301725504077196;0.04668123894650823
0.007798855492339367;0.028410982883122514;0.04694237861267822
0.007808989313324518;0.02852085171024545;0.04719413278082685
0.007819076955231988;0.0286128806405156;0.04742117405490483
0.007826596329973075;0.02866526135916467;0.04758351278596861
0.007836359297442084;0.028711815337309408;0.04780800512083575
0.00784825076516849;0.028807812685495062;0.048084877312466016
0.007860027850871719;0.02895011223908761;0.04842030758437706
0.007871741706760893;0.029069968051478268;0.04876615305822908
0.007883643120750185;0.029187006407040698;0.04908522623017124
0.007894662159132104;0.029281601021401236;0.049379620268826994
0.00790339071526107;0.029338333811661572;0.04960085468801406
0.007914039610574197;0.029385607140485853;0.04988888481883879
0.007926406367577039;0.02949373753679988;0.05024067219071872
0.007938368880038339;0.02963655262504611;0.05062630474880879
0.007951358699366192;0.02976339812820637;0.05103160296372421
0.007964682428948043;0.029877978702280344;0.05143053727080859
0.00797789603919081;0.029975127011553276;0.051780366517202046
0.00798882840299616;0.03003520478247351;0.05201470012067792
0.008001560329936352;0.030086182767297465;0.05234766585533875
0.00801779689364882;0.030195835789216537;0.052723676589917716
0.008034339660168678;0.03036795242847634;0.0531566417675256
0.00805201701110478;0.030521821538831616;0.05360886747254784
0.008070005537979711;0.0306737723807081;0.05404828095994739
0.008088683909230456;0.030803135611246778;0.054407900833773205
0.008106084185700474;0.030882312142709006;0.054665360574460004
0.008126618245426626;0.03094801283810771;0.055009315444394045
0.008152102702280128;0.031109087444436453;0.05539823967894845
0.008180325933663761;0.031318946016016536;0.05581857832324702
0.00820942088394453;0.03152854082568078;0.05625252256359815
0.008240571158405758;0.03172076331643395;0.056656183380477454
0.008273927371885417;0.03188541069780445;0.056994550840618205
0.008302853235697141;0.03197783527094835;0.05740813732806688
0.008336430398302317;0.03206757426822194;0.057724458996092694
0.00837442228073375;0.03225715913981676;0.058083099807175284
0.008416422507107852;0.032528797945592006;0.05848284437308165
0.008460653538157597;0.03278744048242342;0.0588892566938773
0.008505208533198454;0.033032882934285135;0.05929158395977875
0.00855353316187274;0.03323880905548369;0.05962250716699249
0.008593468117803498;0.03335716622062528;0.05984026422540185
0.008631462842024326;0.033471650881275315;0.06011127892096482
0.008682849498772504;0.03367607835522481;0.06051450084764889
0.008740726802500515;0.03396741538044167;0.060888975466544495
0.008804048264263384;0.03422983450834072;0.06125894302074279
0.008870296769103848;0.034447186316166084;0.0616176007122175
0.008943869275664443;0.03459340633096217;0.06192173473712925
0.009012769880458467;0.03469527837636413;0.06210201732502165
0.009094994214834342;0.03477782386684224;0.06223305980908614
0.009185071123757951;0.03489384314227531;0.062464084855705565
0.009278827439501675;0.03513850629756751;0.06275457952378051
0.009382115116878656;0.035443798725967604;0.06307402406434941
0.009490727597135875;0.035732701948052;0.06337029182653102
0.009610730679738505;0.03594676872110743;0.06363593855739831
0.009725635592165204;0.03610556538361761;0.06380102879237844
0.009856622190782306;0.036235168397716136;0.06402788438214305
0.009999236681159361;0.03649524963590665;0.06430067151887911
0.010153654543791557;0.03684804318751288;0.06458701361049136
0.010320390853006865;0.0371577356442362;0.06485580009429387
0.010506097527333329;0.0374431260371688;0.06511515043889864
0.010700619432365327;0.037673138416954216;0.06532932885417755
0.010884743940445722;0.037810258645654016;0.06547893976957928
0.011094438159061491;0.0379254626569836;0.06568266922213296
0.01131797615471853;0.03822380136214806;0.0659162263275711
0.01155449899657198;0.038577697918129594;0.06618708909960495
0.011800872190918356;0.03890791584757602;0.06643620992658211
0.01204930923481338;0.03918836669917572;0.0666693956633935
0.012300090754959874;0.03941343953762824;0.06689149098257893
0.012529581588953604;0.0395561946799845;0.06703396149211188
0.012786001219261215;0.03968778789762978;0.0672094838094251
0.013055479582289526;0.03995431931358023;0.0674353772168386
0.01333010655725554;0.040250883620401814;0.06767700314971237
0.01361570141839435;0.04054256833178046;0.06790396002182972
0.01389454347748157;0.04076958341706775;0.06812279742533507
0.014156030728729107;0.04096488712656498;0.06827716861131597
0.014409884933659727;0.04107470799697595;0.06837753942288978
0.014681379546264304;0.04116503446397116;0.0685313704363227
0.014974390056831256;0.04138124729988725;0.0687099481046105
0.015268648823390279;0.0416444457243558;0.06890910297089838
0.015553593625204816;0.04186606567954649;0.06908717422742243
0.015840191638000316;0.04205411593635828;0.0692589153368997
0.016100566328699426;0.042205850973030895;0.06939883690722182
0.01633497274790041;0.042288840063094725;0.0694845386580392
0.01658250752366229;0.04236227377829856;0.0696017392205614
0.01684020595919798;0.04254102043298821;0.06973421653795649
0.01708399170429955;0.04274985992443892;0.06987064386710877
0.01731566716389124;0.04288576924616149;0.06999829339235619
0.017536737065458094;0.042980411817234;0.07011058176077006
0.017736647003184385;0.043082319830169934;0.07020761025470318
0.017923873324390212;0.04314720526146515;0.07026591512910209
0.018113800055969326;0.043197667711635426;0.07034101599366513
0.018309961673482658;0.04333002823667222;0.07043385815035129
0.01849435899334504;0.04347747114762354;0.0705306840795789
0.018677156385777632;0.04358260424943945;0.0706187153245095
0.01884826194618887;0.04366751160798208;0.07069828949298561
0.019006205048566458;0.04374800694902348;0.07076569289873975
0.019145756089974923;0.04378016192439926;0.07080770819473828
0.019294183460560933;0.043803073243542864;0.07086206305737999
0.019444299564495348;0.04383455682495107;0.07092848740039091
0.019576701374231523;0.04391024450561749;0.07099842286496379
0.019700170019002237;0.043998724639201875;0.071061504890334
0.019817786708959804;0.04406377791898898;0.07111802044316769
0.01992629617435143;0.04410996023261595;0.07116778383915147
0.02001688531581362;0.044133674826685045;0.07119847239203428
